id,label,code,title,categories,createdAt,updatedAt,logo,hidden,highlights,shortAbout,address,locationLng,locationLat,invitationCode,isActive,emails,phones,domain
32dd45c1-4904-40b5-9c5b-0e24a45b977a,Knowledge BI,knowledge-bi,software development company and odoo gold partner,"[""Business Services"",""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:00:57.389,/providers/knowledge-bi/logo.png,false,"[""Software development company specialized in computing-based solutions."",""Knowledge BI delivers and deploys software solutions that bring tangible investment to its clients by providing its customers and users with immersive interactive experiences."",""Our objective is to help you increase your efficiency, productivity, and profitability by giving you access to the most innovative IT products and IT services on the market at a realistic price point."",""Knowledge BI is an odoo gold partner as leading ERP accounting software solutions consultants, we pride ourselves on being a source of information to businesses looking to make the right decisions when choosing a software solutions. We offer system selection consulting services, business process reviews, as well as ongoing webinars and guides offering tips for choosing the right  ERP accounting software."",""the best software development company Knowledge BI group is committed to helping its clients reach their goals, to providing an innovative environment, and to make a difference. Our strong sense of identification with client projects means that we are constantly striving to provide software solutions, even for issues they aren’t yet aware of. To this end, we adopt a progressive approach to technology and marketing techniques. Our long experience in local accounts and laws means we have experience spanning a number of sectors, as well as knowledge of specific protocol and local regulations. But we know that things change, and we are constantly striving to adapt and improve our Software development company.""]","Software development company specialized in computing-based solutions. Knowledge BI delivers and deploys solutions that bring tangible investment to its clients by providing its customers and users with immersive interactive experiences. Our objective is to help you increase your efficiency, productivity, and profitability by giving you access to the most innovative IT products and services on the market at a realistic price point.","18-B Obour Building,Salah Salem St,Heliopolis, P.O. 11811 Cairo, Egypt",31.3150331681164,30.0801093916012,,false,"[""info@knowledgebi.net""]","[""2 010 50 60 24 75"",""01050602476"",""0222609696""]",knowledgebi.net
3efc68f7-a978-4bcf-bbb3-575d8c1e64ff,IT SYS Corporation,it-sys,Your ERP Systems Starts Here!,"[""Development"",""Business Services""]",2025-03-14 13:25:25.748,2025-12-06 08:01:03.864,/providers/it-sys/logo.png,false,"[""ITSYS Corporation.® is a leading software offshore outsourcing company, providing reliable software development services and application support to enterprises worldwide."",""ITSYS corporation offers systems and technology expertise with business background devoted to serve clients in cost-effective manner We serve multiple industries and markets around the world through a wide range of services and expertise."",""More than 12 years of experience in the field of helping clients to overcome their challenges in ERP systems implementation and designing personalized solutions\n\n"",""Updated with the latest features, best practices, & implementation, ensuring that you deliver high-quality services to our clients.\n\n"",""Committed to continuous improvement. Embrace change, encourage innovation, and refine processes, systems, and practices to stay ahead of the competition!\n\n""]","ITSYS Corporation.® is a leading software offshore outsourcing company, providing reliable software development services and application support to enterprises worldwide. 


","block 17/15, 6th of October, Giza, Cairo, Egypt ",30.971697494479,29.9849043700897,,false,"[""info@itsyscorp.com"",""ayman.rawy@itsyscorp.com""]","[""(321) 233-1422"",""+201023330467""]",itsyscorp.com
40b16df7-0b45-40cd-941c-732bffd4eb7f,IBS-TAC,ibs-tac,Integrated Business Solutions,"[""Business Services"",""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:00:55.308,/providers/ibs-tac/logo.png,false,"[""IBS corporation was expand due to the clients trust for meeting their needs professionally so that its solutions achieve strong administrative and organizational  work for the organization .its also gives businessmen confidence in their effective success in and to make use of new opportunity."",""Our team is ready to help you with:"",""* Analyzing your business needs and recommending the most suitable solution"",""* Designing your business processes and flows in Odoo"",""* Advice you in any finance issues"",""* Development of custom modules"",""* Migrating the master and transactional data into your system"",""* Functional and technical support""]",IBS corporation was expand due to the clients trust for meeting their needs professionally so that its solutions achieve strong administrative and organizational  work for the organization .its also gives businessmen confidence in their effective success in and to make use of new opportunity.,"3 Makram Ebaid Street, Nasr City, Cairo",31.346556,30.05523,,false,"[""info@ibstac.vn"",""contact@ibstac.vn""]","[""84 242 243 1846"",""+84 36 884 6966""]",ibstac.vn
4391dda3-9699-4e6a-80f0-7fb301346c98,Crete Agency,crete-agency,Full-Service Digital Solutions and Software Development Company,"[""Development"",""Business Services"",""Marketing""]",2025-03-14 13:25:25.748,2025-12-06 08:01:07.933,/providers/crete-agency/logo.png,false,"[""Crete is a leading digital solution and software agency located in Egypt and Saudi Arabia. Explore our profile\n\n"",""We are a top offshore destination for outsourcing your design, branding, web, mobile development and digital marketing needs. Offering cost-effective solutions tailored to medium and large-sized businesses, we help you achieve high-quality results without exceeding your budget.\n\n"",""We offer comprehensive digital solution packages as well as standalone services, including branding, software and digital marketing services.\n\n"",""Our relentless pursuit of knowledge fuels continuous improvement in our core capabilities, processes, craftsmanship, and execution. As our client, you gain the full advantage of this unwavering commitment to excellence.\n\n"",""Exceptional work is achieved only through the balanced application of all three elements. No amount of one can compensate for a lack of commitment to the others.\n\n""]","CRETE is a Cairo based digital solutions agency with Saudi branch in Riyadh with a team of over 42 highly skilled designers and developers. We are your one-stop solution for all your digital needs, offering a comprehensive suite of services that include Business Consultancy, UI/UX Design, Software Development, Mobile App Development, Branding & Positioning, and E-commerce Solutions. Our mantra is simple: ""Quality is Our Beauty,"" and we live by it, delivering top-notch, tailor-made solutions that help you gain a competitive edge in the market.","37 Dr Mahmoud Hoballah, St El Serag, Mall, Nasr City, Cairo,Egypt",31.3451146404952,30.0485927605101,,false,"[""sales@creteagency.com"",""info@creteagency.com""]","[""20 10 91178085"",""+201155099037""]",creteagency.com
4903804f-d212-437a-8d9c-69bb8ffef361,NAT,nat,NextGen Digital Transformation Experts,"[""Business Services"",""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:00:56.294,/providers/nat/logo.png,false,"[""We will provide for you the solutions to grow your business and better run your operations. Our wide spectrum of services will surely cover all your technology needs. Our expertise diversify in many industries and for many years we have succeeded to a part of big success stories and we are lucky to have best team and best partners. Let's get to know each other more – Let's schedule a meeting or chat with us now."",""Our team is prepared to support you throughout your entire Digital Transformation journey, regardless of your industry, by selecting the most suitable solutions and technologies for your needs."",""Optimize your operations with our efficient business process automation solutions. We streamline workflows, reduce costs, and boost productivity."",""Count on our long-term commitment to your success. Our support team is dedicated to providing ongoing assistance, ensuring you receive the support you need throughout our partnership.""]",We will provide for you the solutions to grow your business and better run your operations. Our wide spectrum of services will surely cover all your technology needs. Our expertise diversify in many industries and for many years we have succeeded to a part of big success stories and we are lucky to have best team and best partners. Let's get to know each other more – Let's schedule a meeting or chat with us now.,"2B Shorta Towers, Korneish El Nile, Maadi, Cairo, Egypt",31.2569772993488,29.9607203568316,,false,[],[],noobnotes.net
502a12c0-37c5-4002-8095-13f599bc0761,WPExperts,wpexperts,Full Stack WordPress Development Agency,"[""Development"",""Design""]",2025-03-14 13:25:25.748,2025-12-06 08:01:10.423,/providers/wpexperts/logo.png,false,"[""WPExperts (Subsidiary of Objects) is the world's leading full-stack WordPress development agency. We have been in business for over ten years and have worked with clients ranging from entrepreneurs to Fortune 500 corporations."",""WPExperts has been already recognised as WordPress VIP Silver agency partner & WooExpert partner. We’re experienced in WordPress VIP services such as WordPress VIP development, WordPress VIP code audit, WordPress enterprise security, WooCommerce enterprise solutions, website performance optimization, and website migration to WPVIP. Our primary services are API Integrations, Mobile App Development, Payment Gateways, and WooCommerce Services."",""With a better approach to development and a solution-focused strategy, we are committed to serving enterprise and large-scale WordPress clients.""]","WPExperts is a top choice for WordPress Theme and plugin development, WordPress SaaS, and PaaS product development, maintenance, and management. Hire highly skilled developers to build your own team with us.","1 Moustafa Kamel street, Floor 7, Roushdy, Alexandria, Egypt.",29.9512359877586,31.2311778801596,,false,[],[],wpexperts.io
50b1117f-00ca-4b51-a863-3974bfabd55f,Identity Solutions,identity-solutions,Mobile Apps & Web Apps Development,"[""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:01:08.863,/providers/identity-solutions/logo.png,false,"[""We are a Software agency specialized in the development of mobile (iOS / Android) applications as well as Web applications.""]",We are a Software agency specialized in the development of mobile (iOS / Android) applications as well as Web applications.,"7 Mahmoud Farghaly, San Stifanno, Alexandria, Egypt",29.9676058961564,31.24317053199,,false,"[""info@identity-solutions.org""]",[],identity-solutions.org
5fb8f3f6-ff01-4035-b535-2a908f26ee04,Objects,objects,Mobile App and Web Development and Design Company,"[""Development"",""Design""]",2025-03-14 13:25:25.748,2025-12-06 08:01:11.697,/providers/objects/logo.png,false,"[""Objects is a full-service software development company that has quickly become one of the fast-growing companies. Our organization has garnered over 10 years of experience in web and mobile app development services. With over 2000+ praiseworthy projects and 500+ clients across the globe, we are proud to have a customer satisfaction rate of over 95%."",""Our critical thinking and analytical skills allow us to explore the client's requirements and identify the risks and opportunities that address both short-term challenges as well as long-term value creation."",""Why choose Objects as your strategic partner?"",""Our client-focused research team applies various research methods such as online and onsite discussions, building roadmaps, professional surveys, and report creation to get a complete understanding."",""With zero percent doubt in product building, we assure the quality of the product by testing it on different platforms with different methodologies before delivering it completely.""]",Objects.ws is a modernized e-Business Solutions provider specializing in web development & deployment. We are your one-stop solution provider for development and e-business modernization needs with team of professionals and certified experts.,"1 Moustafa Kamel street., In front of Deeb Mall, Floor 7, Roushdy, Alexandria, Egypt",29.9518869644919,31.2290574059028,,false,[],[],objectsmag.it
6914344a-ce3a-4415-b654-132a93efc96f,OIT-Solutions,oit-solutions,ERP Systems For Your Business,"[""Business Services"",""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:00:57.034,/providers/oit-solutions/logo.png,false,"[""we are at the forefront of providing innovative Odoo ERP solutions in Egypt and beyond. As a leading provider, we specialize in delivering cutting-edge Odoo ERP systems, leveraging the powerful technologies of Odoo to optimize business and IT operations."",""Located in Egypt, OIT Solutions is committed to helping organizations streamline and digitize their business operations. With a focus on delivering high-quality and cost-effective ERP solutions, we empower businesses to standardize their processes and achieve operational excellence."",""Our team is the backbone of our success. Not only have we built a talented group of professionals, but also they bring a wealth of expertise and experience to every project. Moreover, our dedicated staff is committed to delivering exceptional service, ensuring that our clients receive personalized support while offering tailored solutions to meet their unique business needs."",""OIT Solutions was founded with a vision to empower businesses through technology, with a focus on Odoo ERP solutions. Over the years, we have not only evolved and grown, but also adapted to the ever-changing demands of the industry. Furthermore, our history is marked by a relentless pursuit of excellence, a passion for innovation, as well as a dedication to helping our clients achieve their goals."",""We measure our success by the economic outcomes we deliver for our clients. Through efficient and cost-effective solutions, OIT Solutions has not only helped numerous businesses optimize their operations but also reduce costs and increase profitability. Moreover, our focus on delivering tangible results has earned us a reputation as a leader in the software solutions industry."",""Our dedicated team of certified Odoo consultants and skilled engineers enables us not only to create comprehensive Odoo ERP Solutions systems tailored to each client’s unique needs but also to ensure effective implementation. With a wealth of successful ERP implementations across various industries and market segments in Egypt and Saudi Arabia, we consistently bring experience and expertise to every project."",""Our goal is to create a comprehensive Odoo ERP program that serves all industries and activities. To achieve this, our team of certified Odoo consultants and skilled engineers work closely with clients to meet their unique requirements. We offer secure and efficient solutions, ensuring projects are completed professionally and swiftly. We continuously follow up with clients to help them achieve their desired results. Our mission focuses on delivering the ideal solution tailored to each client’s needs."",""OIT Solutions has a clear and ambitious goal: to become the top leader in the Odoo ERP Solutions industry. To achieve this, we offer highly effective and integrated solutions to customers across all fields and activities. Furthermore, we aim to expand our geographical reach in the Middle East, which will further strengthen our position among competitors.""]","At OIT Solutions, our goal is to create a comprehensive ERP system that caters to all industries and activities. To achieve this, we have a team of certified Odoo consultants and skilled engineers who help us meet our customers’ requirements. We offer a secure and efficient ERP system to carry out their work and projects professionally and quickly. We ensure continuous follow-up to help our clients achieve their desired results. Our focus is on implementing our mission to provide the ideal ERP system solution to our clients.","21 Nagati Serag, Al Manteqah Ath Thamenah, Nasr City, Egypt",31.3507047771996,30.0520898441655,,false,"[""info@oitsolutions.co.uk""]","[""44 7458 695706""]",oitsolutions.co.uk
6cf7ff6c-b3e6-4262-8a62-aba7a89bbd78,PS Solutions,ps-solutions,Digitlizing and Empowering Business,"[""Development"",""Business Services""]",2025-03-14 13:25:25.748,2025-12-06 08:01:13.253,/providers/ps-solutions/logo.png,false,"[""We at PS Solutions aim to empower entrepreneurs and business owners and assist them to bring their dreams to reality. We are focused on adding value to our client's project."",""We're eager to explore new tech and tools to fulfill the required needs keeping our clients best interest in mind."",""At PS Solutions we work to make your dreams work.""]",Your go-to source for top-quality software solutions. Our team of expert developers and consultants are dedicated to delivering cutting-edge solutions that drive business success.,"10th Al Ghayth st. Agouza, Cairo, Egypt",31.2143222190969,30.0579416995574,,false,[],"[""59169077088""]",proseg-solutions.com
6ef5b5ea-47ec-4c32-865f-94d3ec5e240a,SONAMAK,sonamak,Premium Healthcare Management Software,"[""Development"",""Design""]",2025-03-14 13:25:25.748,2025-12-06 08:01:18.694,/providers/sonamak/logo.png,false,"[""At Sonamak, we embarked on our journey as a dynamic Software House in the vibrant city of Alexandria, Egypt. Since January 15, 2019, our passion has been to craft innovative solutions that empower businesses and individuals alike."",""Our portfolio boasts a diverse range of applications, each meticulously designed and developed to meet the unique needs of our valued customers. Among our proudest achievements stands the Healthcare Management Software, a testament to our unwavering commitment to excellence."",""At Sonamak, we firmly believe that customer operations should be efficient and streamlined to keep pace with ever-increasing customer demands. To achieve this, we have developed a CRM software that is user-friendly, easy to install and configure, and requires minimal customization.""]","Web based software, No physical installation costs Comprehensive, all what you need in one software. User Friendly, Easy to use by any level of your employees. Specialized, built Specifically to meet Healthcare providers needs.","Building Number 3 - Doctor Rashwan Hassan St, ElSarya, Alexandria, Egypt",29.9793067375197,31.2560507351136,,false,"[""clinicapp@sonamak.com""]","[""201118542190""]",sonamak.com
70cbbec6-0ddb-43b4-aeec-7d3195356307,Hyper Media Labs,hyper-media-labs,Software Development Agency,"[""Development"",""Marketing""]",2025-03-14 13:25:25.748,2025-12-06 08:01:17.963,/providers/hyper-media-labs/logo.png,false,"[""We’re an agency of innovators, creators, and technologists with incredibly high standards, a holistic digital approach, and an eye on a consumer who’s always on the go."",""We create custom software solutions to make your business come to life in a meaningful way at your customer’s fingertips.""]","We’re an agency of innovators, creators, and technologists with incredibly high standards, a holistic digital approach, and an eye on a consumer who’s always on the go.","46 Asmaa Fahmy, Cairo, Egypt",31.3351316330078,30.0801714766797,,false,"[""hello@hypermedialabs.com""]","[""20 11 16225657""]",hypermedialabs.com
8568b131-ece1-4b7c-8d96-f77616f76afc,Orthoplex Solutions,orthoplex-solutions,Web & App Development Services,"[""Development"",""Design""]",2025-03-14 13:25:25.748,2025-12-06 08:01:09.236,/providers/orthoplex-solutions/logo.png,false,"[""Founded in 2015 by three siblings, we are more than developers; we are a family business. We specialize in developing high-performing websites and apps that handle large databases, high traffic, complex functionalities, and sensitive data."",""We specialize in the following tech: WordPress, Adalo, ReactJS, NextJS, ReactNative, NodeJS, MongoDB, SQL and AWS."",""We have successfully completed projects for companies of all sizes; from small businesses and solopreneurs to large government regulated entities."",""Although our headquarters is in Toronto, Canada, we work with companies from around the globe, including the USA, France, and the Middle East. Orthoplex has been featured in numerous publications, including Medium, Big News Network, Digital Journal, and more."",""Our web and app development company is completely focused on 3 key points: Performance, Data Security, Scalability"",""Our client-centric philosophy has fueled our nine-year journey of success, bringing us over 400 clients across diverse industries, including healthcare, automation, manufacturing, sports, real estate, and many others.""]","Web and app development solutions for businesses focused on performance, scalability, and data security.","80 Atlantic Avenue,Toronto, Canada",-79.421089321446,43.6389692716694,,false,[],"[""1 (647) 557-7638""]",orthoplexsolutions.com
85ed6d38-a431-48cb-ad3a-5c16f9cd67b6,Unlimited Software,unlimited-software,Unlimited Software House For Software Development,"[""Development""]",2025-03-14 13:25:25.748,2025-12-06 08:00:52.1,/providers/unlimited-software/logo.png,false,"[""Unlimited Software, established in 2019, is a pioneer in software development, serving medium to large companies in the Alkhaliji and Egyptian markets. We excel in providing innovative solutions, driven by expert teams and cutting-edge technology to meet client needs and business goals."",""We are not just developers; we are artists of the digital realm. We transform raw concepts into stunning digital experiences. From elegant UI designs to seamless user experiences, we meticulously craft every detail to perfection. With us, your ideas become more than just lines of code; they become works of art that inspire, engage, and delight the end users."",""Unlimited Software leads the way in software innovation, delivering seamless solutions with unparalleled reliability and user-friendly experiences. Our mission is to enable businesses to thrive in the digital age while maintaining speed and accuracy. Established in 2019, Unlimited Software pioneers software development, serving medium to large companies in the Alkhaliji and Egyptian markets. We excel in providing innovative solutions, driven by our expert teams who utilize cutting-edge technology to meet our clients' needs and business goals."",""Our logo reflects the company's commitment Unlimited software by providing unlimited services with exceptional quality that earns and maintains the permanent trust of our customers."",""Professionalism at Unlimited Software is not just a word, but a philosophy we adhere to in every aspect of our work. Our team of experts works tirelessly to ensure that we meet our clients' needs and exceed their expectations."",""At Unlimited Software, protecting privacy is a top priority. We are committed to protecting our customers' personal and business data with the highest level of security measures. Our team ensures that all information is treated with the utmost care and confidentiality."",""At Unlimited Software, teamwork is at the core of our success. Our collaborative environment fosters creativity, efficiency, and innovation. Each team member brings unique skills and perspectives, contributing to our collective goal of delivering exceptional software solutions. Together, we achieve more and ensure the highest level of satisfaction for our clients."",""We envision ourselves as the forefront provider of software services and intelligent solutions, leveraging the rapid evolution of the digital world to deliver optimal outcomes and drive transformative progress.""]","Unlimited Software House offers a wide range of pre-made templates and themes that cater to a variety of fields in both life and business. We focus on providing innovative and customized solutions for our clients, offering multiple options to meet the needs of medium and large enterprises, while ensuring the use of the latest technologies in software design and development.","77 Mostafa El Nhas St., Nasr City, Cairo, EGYPT",31.3489112731956,30.0546826776005,,false,"[""info@unlimited-software.com""]","[""(20) 1022897333""]",unlimited-software.com
