sample_order,yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note,validation_status,corrected_crunchbase_url,evidence_url_1,evidence_url_2,validation_note
27,31203,Sitefire,sitefire,Winter 2026,Active,https://sitefire.ai,https://www.ycombinator.com/companies/sitefire,yc_oss_current,false,unverified_candidate,yc_slug_inference,sitefire,https://www.crunchbase.com/organization/sitefire,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
28,30230,SalesPatriot,salespatriot,Winter 2025,Active,https://www.salespatriot.com/,https://www.ycombinator.com/companies/salespatriot,yc_oss_current,false,unverified_candidate,yc_slug_inference,salespatriot,https://www.crunchbase.com/organization/salespatriot,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
29,30608,MangoDesk,mangodesk,Summer 2025,Active,https://www.mangodesk.com/,https://www.ycombinator.com/companies/mangodesk,yc_oss_current,false,unverified_candidate,yc_slug_inference,mangodesk,https://www.crunchbase.com/organization/mangodesk,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
30,1586,Nobell Foods,nobell-foods,Summer 2017,Active,http://www.nobellfoods.com,https://www.ycombinator.com/companies/nobell-foods,yc_oss_current,false,unverified_candidate,yc_slug_inference,nobell-foods,https://www.crunchbase.com/organization/nobell-foods,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
31,30494,Nixo,nixo,Summer 2025,Active,https://withnixo.com/,https://www.ycombinator.com/companies/nixo,yc_oss_current,false,unverified_candidate,yc_slug_inference,nixo,https://www.crunchbase.com/organization/nixo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
32,28902,Sidenote,sidenote,Summer 2023,Inactive,https://www.sidenote.ai,https://www.ycombinator.com/companies/sidenote,yc_oss_current,false,unverified_candidate,yc_slug_inference,sidenote,https://www.crunchbase.com/organization/sidenote,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
33,30045,Archil,archil,Fall 2024,Active,https://archil.com,https://www.ycombinator.com/companies/archil,yc_oss_current,false,unverified_candidate,yc_slug_inference,archil,https://www.crunchbase.com/organization/archil,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
34,29777,Zettascale,zettascale,Summer 2024,Active,https://zscc.ai,https://www.ycombinator.com/companies/zettascale,yc_oss_current,false,unverified_candidate,yc_slug_inference,zettascale,https://www.crunchbase.com/organization/zettascale,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
35,21782,Lightdash,hubble,Summer 2020,Active,http://lightdash.com/,https://www.ycombinator.com/companies/hubble,yc_oss_current,false,unverified_candidate,yc_slug_inference,hubble,https://www.crunchbase.com/organization/hubble,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
36,27876,Propexo,propexo,Winter 2023,Active,https://propexo.com,https://www.ycombinator.com/companies/propexo,yc_oss_current,false,unverified_candidate,yc_slug_inference,propexo,https://www.crunchbase.com/organization/propexo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
37,30532,Nimbic AI,nimbic-ai,Spring 2025,Active,https://nimbic-ai.com,https://www.ycombinator.com/companies/nimbic-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,nimbic-ai,https://www.crunchbase.com/organization/nimbic-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
38,12531,Shiru,shiru,Summer 2019,Active,https://www.shiru.com/,https://www.ycombinator.com/companies/shiru,yc_oss_current,false,unverified_candidate,yc_slug_inference,shiru,https://www.crunchbase.com/organization/shiru,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
39,12861,Asher Bio,asher-bio,Summer 2019,Active,https://www.asherbio.com/,https://www.ycombinator.com/companies/asher-bio,yc_oss_current,false,unverified_candidate,yc_slug_inference,asher-bio,https://www.crunchbase.com/organization/asher-bio,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
40,30065,Charm,withcharm,Fall 2024,Active,https://withcharm.app,https://www.ycombinator.com/companies/withcharm,yc_oss_current,false,unverified_candidate,yc_slug_inference,withcharm,https://www.crunchbase.com/organization/withcharm,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
41,23640,eqtble,eqtble,Winter 2021,Acquired,https://eqtble.com/,https://www.ycombinator.com/companies/eqtble,yc_oss_current,false,unverified_candidate,yc_slug_inference,eqtble,https://www.crunchbase.com/organization/eqtble,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
42,12584,Intersect Labs,intersect-labs,Summer 2019,Acquired,https://www.intersectlabs.io/,https://www.ycombinator.com/companies/intersect-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,intersect-labs,https://www.crunchbase.com/organization/intersect-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
43,31332,Stage,stage,Spring 2026,Active,https://www.tryluke.dev/,https://www.ycombinator.com/companies/stage,yc_oss_current,false,unverified_candidate,yc_slug_inference,stage,https://www.crunchbase.com/organization/stage,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
44,22294,Clau,clau,Summer 2020,Active,https://clau.com,https://www.ycombinator.com/companies/clau,yc_oss_current,false,unverified_candidate,yc_slug_inference,clau,https://www.crunchbase.com/organization/clau,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
45,30256,PAX Markets,pax-markets,Winter 2025,Active,https://pax.markets/,https://www.ycombinator.com/companies/pax-markets,yc_oss_current,false,unverified_candidate,yc_slug_inference,pax-markets,https://www.crunchbase.com/organization/pax-markets,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
46,22841,ControlHub,controlhub,Winter 2021,Inactive,https://controlhub.com/,https://www.ycombinator.com/companies/controlhub,yc_oss_current,false,unverified_candidate,yc_slug_inference,controlhub,https://www.crunchbase.com/organization/controlhub,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
47,24573,Telmai,telmai,Summer 2021,Active,https://www.telm.ai/,https://www.ycombinator.com/companies/telmai,yc_oss_current,false,unverified_candidate,yc_slug_inference,telmai,https://www.crunchbase.com/organization/telmai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
48,12610,Lantern,lantern,Summer 2019,Inactive,https://www.lantern.so,https://www.ycombinator.com/companies/lantern,yc_oss_current,false,unverified_candidate,yc_slug_inference,lantern,https://www.crunchbase.com/organization/lantern,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
49,1507,Request Network,request-network,Winter 2017,Active,https://request.network,https://www.ycombinator.com/companies/request-network,yc_oss_current,false,unverified_candidate,yc_slug_inference,request-network,https://www.crunchbase.com/organization/request-network,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
50,31138,Aemon,aemon,Winter 2026,Active,https://aemon.ai/,https://www.ycombinator.com/companies/aemon,yc_oss_current,false,unverified_candidate,yc_slug_inference,aemon,https://www.crunchbase.com/organization/aemon,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
51,300,PlayReader,playreader,Summer 2008,Inactive,http://playreader.com,https://www.ycombinator.com/companies/playreader,yc_oss_current,false,unverified_candidate,yc_slug_inference,playreader,https://www.crunchbase.com/organization/playreader,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
52,26705,Stackup,stackup,Summer 2022,Active,https://www.stackup.fi,https://www.ycombinator.com/companies/stackup,yc_oss_current,false,unverified_candidate,yc_slug_inference,stackup,https://www.crunchbase.com/organization/stackup,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
53,13117,Jamiphy,jamiphy,Winter 2020,Inactive,https://jamiphy.com,https://www.ycombinator.com/companies/jamiphy,yc_oss_current,false,unverified_candidate,yc_slug_inference,jamiphy,https://www.crunchbase.com/organization/jamiphy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
54,1835,Mojo,mojo,Winter 2018,Acquired,https://mojo-app.com,https://www.ycombinator.com/companies/mojo,yc_oss_current,false,unverified_candidate,yc_slug_inference,mojo,https://www.crunchbase.com/organization/mojo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
55,24237,Sproutfi,sproutfi,Summer 2021,Acquired,https://www.sproutfi.com,https://www.ycombinator.com/companies/sproutfi,yc_oss_current,false,unverified_candidate,yc_slug_inference,sproutfi,https://www.crunchbase.com/organization/sproutfi,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
56,13732,Reploy,reploy,Summer 2020,Inactive,https://getreploy.com/,https://www.ycombinator.com/companies/reploy,yc_oss_current,false,unverified_candidate,yc_slug_inference,reploy,https://www.crunchbase.com/organization/reploy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
57,12573,Bayes,bayes,Summer 2019,Acquired,http://bayes.com,https://www.ycombinator.com/companies/bayes,yc_oss_current,false,unverified_candidate,yc_slug_inference,bayes,https://www.crunchbase.com/organization/bayes,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
58,32848,Luca IQ,luca-iq,Summer 2026,Active,https://lucaiq.com/,https://www.ycombinator.com/companies/luca-iq,yc_oss_current,false,unverified_candidate,yc_slug_inference,luca-iq,https://www.crunchbase.com/organization/luca-iq,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
59,29448,xPay,xpay,Winter 2024,Active,https://www.xpaycheckout.com/,https://www.ycombinator.com/companies/xpay,yc_oss_current,false,unverified_candidate,yc_slug_inference,xpay,https://www.crunchbase.com/organization/xpay,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
60,31201,Robby,robby,Winter 2026,Active,https://tryrobby.com,https://www.ycombinator.com/companies/robby,yc_oss_current,false,unverified_candidate,yc_slug_inference,robby,https://www.crunchbase.com/organization/robby,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
61,31448,smol machines,smol-machines,Spring 2026,Active,https://smolmachines.com/,https://www.ycombinator.com/companies/smol-machines,yc_oss_current,false,unverified_candidate,yc_slug_inference,smol-machines,https://www.crunchbase.com/organization/smol-machines,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
62,29304,Yoneda Labs,yoneda-labs,Winter 2024,Active,https://www.yonedalabs.com,https://www.ycombinator.com/companies/yoneda-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,yoneda-labs,https://www.crunchbase.com/organization/yoneda-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
63,22792,Bimaplan,bimaplan,Winter 2021,Active,https://www.bimaplan.co,https://www.ycombinator.com/companies/bimaplan,yc_oss_current,false,unverified_candidate,yc_slug_inference,bimaplan,https://www.crunchbase.com/organization/bimaplan,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
64,24100,MobileBoost,mobileboost,Summer 2021,Active,https://www.mobileboost.io/yc,https://www.ycombinator.com/companies/mobileboost,yc_oss_current,false,unverified_candidate,yc_slug_inference,mobileboost,https://www.crunchbase.com/organization/mobileboost,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
65,33022,Praxis Robotics,praxis-robotics,Summer 2026,Active,https://www.praxisrobotics.io,https://www.ycombinator.com/companies/praxis-robotics,yc_oss_current,false,unverified_candidate,yc_slug_inference,praxis-robotics,https://www.crunchbase.com/organization/praxis-robotics,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
66,24756,Hirebolt,hirebolt,Summer 2021,Active,https://hirebolt.com/,https://www.ycombinator.com/companies/hirebolt,yc_oss_current,false,unverified_candidate,yc_slug_inference,hirebolt,https://www.crunchbase.com/organization/hirebolt,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
67,29977,Merlin AI,merlin-ai,Summer 2024,Active,https://www.merlinai.co,https://www.ycombinator.com/companies/merlin-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,merlin-ai,https://www.crunchbase.com/organization/merlin-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
68,24259,Warpfy,warpfy,Summer 2021,Active,https://warpfy.com/,https://www.ycombinator.com/companies/warpfy,yc_oss_current,false,unverified_candidate,yc_slug_inference,warpfy,https://www.crunchbase.com/organization/warpfy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
69,28303,Scout,thedailyscout,Winter 2023,Active,https://thedailyscout.com,https://www.ycombinator.com/companies/thedailyscout,yc_oss_current,false,unverified_candidate,yc_slug_inference,thedailyscout,https://www.crunchbase.com/organization/thedailyscout,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
70,24252,Govly,govly,Summer 2021,Active,https://www.govly.com/,https://www.ycombinator.com/companies/govly,yc_oss_current,false,unverified_candidate,yc_slug_inference,govly,https://www.crunchbase.com/organization/govly,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
71,31421,Lamina Labs,lamina-labs,Spring 2026,Active,https://laminalabs.ai,https://www.ycombinator.com/companies/lamina-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,lamina-labs,https://www.crunchbase.com/organization/lamina-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
72,30261,Lucid,lucid,Winter 2025,Active,https://lucid.ai,https://www.ycombinator.com/companies/lucid,yc_oss_current,false,unverified_candidate,yc_slug_inference,lucid,https://www.crunchbase.com/organization/lucid,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
73,25913,Trueplace,trueplace,Winter 2022,Active,https://www.trueplace.ca/,https://www.ycombinator.com/companies/trueplace,yc_oss_current,false,unverified_candidate,yc_slug_inference,trueplace,https://www.crunchbase.com/organization/trueplace,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
74,22745,CashBook,cashbook,Winter 2021,Active,https://cashbook.in,https://www.ycombinator.com/companies/cashbook,yc_oss_current,false,unverified_candidate,yc_slug_inference,cashbook,https://www.crunchbase.com/organization/cashbook,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
75,30625,LLM Stats,llm-stats,Summer 2025,Active,https://llm-stats.com,https://www.ycombinator.com/companies/llm-stats,yc_oss_current,false,unverified_candidate,yc_slug_inference,llm-stats,https://www.crunchbase.com/organization/llm-stats,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
76,30080,Dexter,dexter,Fall 2024,Active,https://www.getdexter.co/,https://www.ycombinator.com/companies/dexter,yc_oss_current,false,unverified_candidate,yc_slug_inference,dexter,https://www.crunchbase.com/organization/dexter,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
77,12710,Wingman,wingman,Summer 2019,Acquired,https://www.trywingman.com,https://www.ycombinator.com/companies/wingman,yc_oss_current,false,unverified_candidate,yc_slug_inference,wingman,https://www.crunchbase.com/organization/wingman,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
78,24042,Akudo,akudo,Summer 2021,Inactive,https://www.akudo.in/,https://www.ycombinator.com/companies/akudo,yc_oss_current,false,unverified_candidate,yc_slug_inference,akudo,https://www.crunchbase.com/organization/akudo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
79,30096,Capy,capy,Fall 2024,Active,https://capy.ai,https://www.ycombinator.com/companies/capy,yc_oss_current,false,unverified_candidate,yc_slug_inference,capy,https://www.crunchbase.com/organization/capy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
80,32520,Cerenovus,cerenovus,Summer 2026,Active,https://www.cerenovus.ai/,https://www.ycombinator.com/companies/cerenovus,yc_oss_current,false,unverified_candidate,yc_slug_inference,cerenovus,https://www.crunchbase.com/organization/cerenovus,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
81,24444,Protex AI,protex-ai,Summer 2021,Active,https://www.protex.ai,https://www.ycombinator.com/companies/protex-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,protex-ai,https://www.crunchbase.com/organization/protex-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
82,32168,Synapse Semiconductor,synapse-semiconductor,Summer 2026,Active,https://synapsesemi.org,https://www.ycombinator.com/companies/synapse-semiconductor,yc_oss_current,false,unverified_candidate,yc_slug_inference,synapse-semiconductor,https://www.crunchbase.com/organization/synapse-semiconductor,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
83,29711,Fazeshift,fazeshift,Summer 2024,Active,https://www.fazeshift.com/,https://www.ycombinator.com/companies/fazeshift,yc_oss_current,false,unverified_candidate,yc_slug_inference,fazeshift,https://www.crunchbase.com/organization/fazeshift,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
84,12711,Binks,binks,Summer 2019,Active,https://getbinks.com/,https://www.ycombinator.com/companies/binks,yc_oss_current,false,unverified_candidate,yc_slug_inference,binks,https://www.crunchbase.com/organization/binks,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
85,30645,Panels,panels,Summer 2025,Active,https://www.usepanels.com/,https://www.ycombinator.com/companies/panels,yc_oss_current,false,unverified_candidate,yc_slug_inference,panels,https://www.crunchbase.com/organization/panels,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
86,1981,Coral Genomics,coral-genomics,Summer 2018,Acquired,https://www.coralgenomics.com,https://www.ycombinator.com/companies/coral-genomics,yc_oss_current,false,unverified_candidate,yc_slug_inference,coral-genomics,https://www.crunchbase.com/organization/coral-genomics,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
87,31426,Gojiberry AI,gojiberry-ai,Spring 2026,Active,https://www.gojiberry.ai,https://www.ycombinator.com/companies/gojiberry-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,gojiberry-ai,https://www.crunchbase.com/organization/gojiberry-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
88,13177,Visual One,visual-one,Winter 2020,Inactive,https://www.visualone.tech,https://www.ycombinator.com/companies/visual-one,yc_oss_current,false,unverified_candidate,yc_slug_inference,visual-one,https://www.crunchbase.com/organization/visual-one,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
