sample_order,yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note,validation_status,corrected_crunchbase_url,evidence_url_1,evidence_url_2,validation_note
11,1483,Entry,entry,Winter 2017,Inactive,http://getentry.com,https://www.ycombinator.com/companies/entry,yc_oss_current,false,unverified_candidate,yc_slug_inference,entry,https://www.crunchbase.com/organization/entry,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/entry,https://www.ycombinator.com/companies/entry,"YC establishes Entry as Emil Mikhailov's biometric identity platform at getentry.com, but the proposed Crunchbase URL could not be publicly fetched and no matching indexed profile was found."
12,32162,Studio,studio,Summer 2026,Active,https://trystudio.ai,https://www.ycombinator.com/companies/studio,yc_oss_current,false,unverified_candidate,yc_slug_inference,studio,https://www.crunchbase.com/organization/studio,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/studio,https://www.ycombinator.com/companies/studio,"Proposed profile is a design-and-build studio in Zurich, not the YC AI company at trystudio.ai."
13,25981,Arpari,arpari,Winter 2022,Active,https://www.arpari.com,https://www.ycombinator.com/companies/arpari,yc_oss_current,false,unverified_candidate,yc_slug_inference,arpari,https://www.crunchbase.com/organization/arpari,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/arpari,https://www.ycombinator.com/companies/arpari,Candidate profile lists the exact registrable domain arpari.com and Y Combinator as an investor.
14,31041,Ploy,ploy,Spring 2026,Active,https://ploy.ai,https://www.ycombinator.com/companies/ploy,yc_oss_current,false,unverified_candidate,yc_slug_inference,ploy,https://www.crunchbase.com/organization/ploy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/ploy-1d47,https://www.crunchbase.com/organization/ploy,https://www.crunchbase.com/organization/ploy-1d47,Proposed profile is an Australian IT consultancy at ploy.com.au; the verified YC-backed AI growth company at ploy.ai is profile ploy-1d47.
15,29790,YouShift,youshift,Winter 2025,Active,https://www.you-shift.com/,https://www.ycombinator.com/companies/youshift,yc_oss_current,false,unverified_candidate,yc_slug_inference,youshift,https://www.crunchbase.com/organization/youshift,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/youshift,https://www.ycombinator.com/companies/youshift,Candidate profile lists exact domain you-shift.com and Y Combinator as the lead investor.
16,30479,Crimson,crimson,Spring 2025,Active,https://crimson.law,https://www.ycombinator.com/companies/crimson,yc_oss_current,false,unverified_candidate,yc_slug_inference,crimson,https://www.crunchbase.com/organization/crimson,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/crimson-6719,https://www.crunchbase.com/organization/crimson,https://www.crunchbase.com/organization/crimson-6719,Proposed profile is an acquired Austin hospital-software company at crimsonservices.com; the verified YC legal-tech company at crimson.law is profile crimson-6719.
17,31300,Shofo,shofo,Winter 2026,Active,https://shofo.ai/,https://www.ycombinator.com/companies/shofo,yc_oss_current,false,unverified_candidate,yc_slug_inference,shofo,https://www.crunchbase.com/organization/shofo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/shofo,https://www.ycombinator.com/companies/shofo,Candidate profile lists exact domain shofo.ai and Y Combinator as an investor.
18,31301,OpenVector,openvector,Summer 2026,Active,https://openvector.com,https://www.ycombinator.com/companies/openvector,yc_oss_current,false,unverified_candidate,yc_slug_inference,openvector,https://www.crunchbase.com/organization/openvector,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/openvector,https://www.ycombinator.com/companies/openvector,"YC establishes the company at openvector.com, but the proposed Crunchbase URL was unavailable and no matching indexed Crunchbase profile supplied a hard identity anchor."
19,31243,Foreman,foreman,Winter 2026,Active,https://foreman.co,https://www.ycombinator.com/companies/foreman,yc_oss_current,false,unverified_candidate,yc_slug_inference,foreman,https://www.crunchbase.com/organization/foreman,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/foreman,https://www.ycombinator.com/companies/foreman,"YC establishes the construction platform at foreman.co, but public retrieval of the proposed Crunchbase page was denied and search produced no exact-domain Crunchbase result."
20,23261,Morada Uno,morada-uno,Winter 2021,Active,http://www.moradauno.com.mx,https://www.ycombinator.com/companies/morada-uno,yc_oss_current,false,unverified_candidate,yc_slug_inference,morada-uno,https://www.crunchbase.com/organization/morada-uno,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/morada-uno,https://www.ycombinator.com/companies/morada-uno,Candidate profile lists the exact registrable domain moradauno.com.mx and the same real-estate product.
21,30747,Convexia,convexia,Summer 2025,Active,https://convexia.bio,https://www.ycombinator.com/companies/convexia,yc_oss_current,false,unverified_candidate,yc_slug_inference,convexia,https://www.crunchbase.com/organization/convexia,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/convexia,https://www.ycombinator.com/companies/convexia,Candidate profile lists exact domain convexia.bio and Y Combinator as an investor.
22,29444,Vista Power,vista-power,Winter 2024,Active,https://vistapower.com,https://www.ycombinator.com/companies/vista-power,yc_oss_current,false,unverified_candidate,yc_slug_inference,vista-power,https://www.crunchbase.com/organization/vista-power,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/vista-power,https://www.ycombinator.com/companies/vista-power,"YC establishes Vista Power at vistapower.com, but the proposed Crunchbase URL could not be publicly fetched and no matching indexed profile was found."
23,30319,Corsair,corsair,Winter 2025,Active,https://www.corsair.dev,https://www.ycombinator.com/companies/corsair,yc_oss_current,false,unverified_candidate,yc_slug_inference,corsair,https://www.crunchbase.com/organization/corsair,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/corsair,https://www.ycombinator.com/companies/corsair,"Proposed profile is a Swiss power-transmission supplier at corsairsarl.com, not the YC developer-tools company at corsair.dev."
24,29308,atopile,atopile,Winter 2024,Active,http://atopile.io,https://www.ycombinator.com/companies/atopile,yc_oss_current,false,unverified_candidate,yc_slug_inference,atopile,https://www.crunchbase.com/organization/atopile,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/atopile,https://www.ycombinator.com/companies/atopile,Candidate profile lists exact domain atopile.io and Y Combinator as the lead investor.
25,30730,idler,idler,Summer 2025,Active,https://idler.ai/,https://www.ycombinator.com/companies/idler,yc_oss_current,false,unverified_candidate,yc_slug_inference,idler,https://www.crunchbase.com/organization/idler,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/idler,https://www.ycombinator.com/companies/idler,Candidate profile lists exact domain idler.ai and the same reinforcement-learning environment product.
26,25400,Industrial Next,industrial-next,Winter 2022,Active,https://www.industrialnext.ai,https://www.ycombinator.com/companies/industrial-next,yc_oss_current,false,unverified_candidate,yc_slug_inference,industrial-next,https://www.crunchbase.com/organization/industrial-next,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/industrial-next,https://www.ycombinator.com/companies/industrial-next,Candidate profile shows the exact registrable domain industrialnext.ai and matching industrial-automation product.
27,31203,Sitefire,sitefire,Winter 2026,Active,https://sitefire.ai,https://www.ycombinator.com/companies/sitefire,yc_oss_current,false,unverified_candidate,yc_slug_inference,sitefire,https://www.crunchbase.com/organization/sitefire,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/sitefire,https://www.ycombinator.com/companies/sitefire,Candidate profile shows the exact registrable domain sitefire.ai and identifies Y Combinator as an investor.
28,30230,SalesPatriot,salespatriot,Winter 2025,Active,https://www.salespatriot.com/,https://www.ycombinator.com/companies/salespatriot,yc_oss_current,false,unverified_candidate,yc_slug_inference,salespatriot,https://www.crunchbase.com/organization/salespatriot,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/salespatriot,https://www.ycombinator.com/companies/salespatriot,Candidate profile shows the exact registrable domain salespatriot.com.
29,30608,MangoDesk,mangodesk,Summer 2025,Active,https://www.mangodesk.com/,https://www.ycombinator.com/companies/mangodesk,yc_oss_current,false,unverified_candidate,yc_slug_inference,mangodesk,https://www.crunchbase.com/organization/mangodesk,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/mangodesk,https://www.ycombinator.com/companies/mangodesk,Candidate profile shows the exact registrable domain mangodesk.com and identifies Y Combinator as an investor.
30,1586,Nobell Foods,nobell-foods,Summer 2017,Active,http://www.nobellfoods.com,https://www.ycombinator.com/companies/nobell-foods,yc_oss_current,false,unverified_candidate,yc_slug_inference,nobell-foods,https://www.crunchbase.com/organization/nobell-foods,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/alpine-roads,https://www.crunchbase.com/organization/alpine-roads,https://www.ycombinator.com/companies/nobell-foods,Crunchbase's current profile is Alpine Bio at /alpine-roads; it explicitly lists Nobell Foods as an alias and describes the same plant-grown cheese business.
31,30494,Nixo,nixo,Summer 2025,Active,https://withnixo.com/,https://www.ycombinator.com/companies/nixo,yc_oss_current,false,unverified_candidate,yc_slug_inference,nixo,https://www.crunchbase.com/organization/nixo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/nixo-0453,https://www.crunchbase.com/organization/nixo-0453,https://www.ycombinator.com/companies/nixo,Verified alternative /nixo-0453 shows the exact registrable domain withnixo.com and matching founders.
32,28902,Sidenote,sidenote,Summer 2023,Inactive,https://www.sidenote.ai,https://www.ycombinator.com/companies/sidenote,yc_oss_current,false,unverified_candidate,yc_slug_inference,sidenote,https://www.crunchbase.com/organization/sidenote,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/sidenote,https://www.ycombinator.com/companies/sidenote,Candidate profile shows the exact registrable domain sidenote.ai and identifies Y Combinator as its investor.
33,30045,Archil,archil,Fall 2024,Active,https://archil.com,https://www.ycombinator.com/companies/archil,yc_oss_current,false,unverified_candidate,yc_slug_inference,archil,https://www.crunchbase.com/organization/archil,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/archil,https://www.ycombinator.com/companies/archil,Candidate profile shows the exact registrable domain archil.com.
34,29777,Zettascale,zettascale,Summer 2024,Active,https://zscc.ai,https://www.ycombinator.com/companies/zettascale,yc_oss_current,false,unverified_candidate,yc_slug_inference,zettascale,https://www.crunchbase.com/organization/zettascale,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/exa-laboratories,https://www.crunchbase.com/organization/exa-laboratories,https://www.ycombinator.com/companies/zettascale,"Verified alternative /exa-laboratories is titled Zettascale, shows the exact domain zscc.ai, and identifies Y Combinator as an investor."
35,21782,Lightdash,hubble,Summer 2020,Active,http://lightdash.com/,https://www.ycombinator.com/companies/hubble,yc_oss_current,false,unverified_candidate,yc_slug_inference,hubble,https://www.crunchbase.com/organization/hubble,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/lightdash,https://www.crunchbase.com/organization/lightdash,https://www.ycombinator.com/companies/hubble,Verified alternative /lightdash shows the exact domain lightdash.com; Crunchbase also retains Lightdash funding URLs under the legacy Hubble identifier.
36,27876,Propexo,propexo,Winter 2023,Active,https://propexo.com,https://www.ycombinator.com/companies/propexo,yc_oss_current,false,unverified_candidate,yc_slug_inference,propexo,https://www.crunchbase.com/organization/propexo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/propexo,https://www.ycombinator.com/companies/propexo,Candidate profile shows the exact registrable domain propexo.com.
37,30532,Nimbic AI,nimbic-ai,Spring 2025,Active,https://nimbic-ai.com,https://www.ycombinator.com/companies/nimbic-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,nimbic-ai,https://www.crunchbase.com/organization/nimbic-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/nimbic-ai,https://www.ycombinator.com/companies/nimbic-ai,Candidate profile shows the exact registrable domain nimbic-ai.com and identifies Y Combinator as its investor.
38,12531,Shiru,shiru,Summer 2019,Active,https://www.shiru.com/,https://www.ycombinator.com/companies/shiru,yc_oss_current,false,unverified_candidate,yc_slug_inference,shiru,https://www.crunchbase.com/organization/shiru,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/shiru,https://www.ycombinator.com/companies/shiru,Candidate profile shows the exact registrable domain shiru.com and the matching protein-design business.
39,12861,Asher Bio,asher-bio,Summer 2019,Active,https://www.asherbio.com/,https://www.ycombinator.com/companies/asher-bio,yc_oss_current,false,unverified_candidate,yc_slug_inference,asher-bio,https://www.crunchbase.com/organization/asher-bio,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/asher-bio,https://www.ycombinator.com/companies/asher-bio,Candidate profile shows the exact registrable domain asherbio.com.
40,30065,Charm,withcharm,Fall 2024,Active,https://withcharm.app,https://www.ycombinator.com/companies/withcharm,yc_oss_current,false,unverified_candidate,yc_slug_inference,withcharm,https://www.crunchbase.com/organization/withcharm,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.ycombinator.com/companies/withcharm,https://withcharm.app,"Public evidence confirms the YC company and official domain, but no accessible or indexed Crunchbase result tied that identity to the proposed /withcharm profile."
41,23640,eqtble,eqtble,Winter 2021,Acquired,https://eqtble.com/,https://www.ycombinator.com/companies/eqtble,yc_oss_current,false,unverified_candidate,yc_slug_inference,eqtble,https://www.crunchbase.com/organization/eqtble,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/eqtble,https://www.ycombinator.com/companies/eqtble,Candidate profile shows the exact registrable domain eqtble.com and matching acquisition status.
42,12584,Intersect Labs,intersect-labs,Summer 2019,Acquired,https://www.intersectlabs.io/,https://www.ycombinator.com/companies/intersect-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,intersect-labs,https://www.crunchbase.com/organization/intersect-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/intersect-labs,https://www.ycombinator.com/companies/intersect-labs,"Candidate profile shows the exact registrable domain intersectlabs.io, matching product, founder, and Y Combinator investor."
43,31332,Stage,stage,Spring 2026,Active,https://www.tryluke.dev/,https://www.ycombinator.com/companies/stage,yc_oss_current,false,unverified_candidate,yc_slug_inference,stage,https://www.crunchbase.com/organization/stage,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/stage,https://www.ycombinator.com/companies/stage,Proposed profile is the unrelated closed Stage HQ ticketing company at stagehq.com; the YC company uses tryluke.dev and builds a coding-agent manager.
44,22294,Clau,clau,Summer 2020,Active,https://clau.com,https://www.ycombinator.com/companies/clau,yc_oss_current,false,unverified_candidate,yc_slug_inference,clau,https://www.crunchbase.com/organization/clau,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/clau,https://www.ycombinator.com/companies/clau,Candidate profile shows the exact registrable domain clau.com.
45,30256,PAX Markets,pax-markets,Winter 2025,Active,https://pax.markets/,https://www.ycombinator.com/companies/pax-markets,yc_oss_current,false,unverified_candidate,yc_slug_inference,pax-markets,https://www.crunchbase.com/organization/pax-markets,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/pax-markets,https://www.ycombinator.com/companies/pax-markets,Candidate profile shows the exact registrable domain pax.markets and matching founders and exchange product.
46,22841,ControlHub,controlhub,Winter 2021,Inactive,https://controlhub.com/,https://www.ycombinator.com/companies/controlhub,yc_oss_current,false,unverified_candidate,yc_slug_inference,controlhub,https://www.crunchbase.com/organization/controlhub,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/controlhub,https://www.ycombinator.com/companies/controlhub,Candidate profile shows the exact registrable domain controlhub.com and identifies Y Combinator as an investor.
47,24573,Telmai,telmai,Summer 2021,Active,https://www.telm.ai/,https://www.ycombinator.com/companies/telmai,yc_oss_current,false,unverified_candidate,yc_slug_inference,telmai,https://www.crunchbase.com/organization/telmai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/telm-ai,https://www.crunchbase.com/organization/telm-ai,https://www.ycombinator.com/companies/telmai,"Verified alternative /telm-ai is titled Telmai, shows the exact registrable domain telm.ai, and lists the matching founders."
48,12610,Lantern,lantern,Summer 2019,Inactive,https://www.lantern.so,https://www.ycombinator.com/companies/lantern,yc_oss_current,false,unverified_candidate,yc_slug_inference,lantern,https://www.crunchbase.com/organization/lantern,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/lantern,https://www.ycombinator.com/companies/lantern,Proposed profile is the unrelated closed Lantern Studios gaming company at lanternla.com; the sampled YC S19 company uses lantern.so and built analytics tools.
49,1507,Request Network,request-network,Winter 2017,Active,https://request.network,https://www.ycombinator.com/companies/request-network,yc_oss_current,false,unverified_candidate,yc_slug_inference,request-network,https://www.crunchbase.com/organization/request-network,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.ycombinator.com/companies/request-network,https://request.network,"YC and the official site confirm the company and domain, but the proposed Crunchbase page could not be fetched or independently tied to that domain."
50,31138,Aemon,aemon,Winter 2026,Active,https://aemon.ai/,https://www.ycombinator.com/companies/aemon,yc_oss_current,false,unverified_candidate,yc_slug_inference,aemon,https://www.crunchbase.com/organization/aemon,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/aemon,https://www.ycombinator.com/companies/aemon,Candidate profile shows the exact registrable domain aemon.ai and identifies Y Combinator as an investor.
51,300,PlayReader,playreader,Summer 2008,Inactive,http://playreader.com,https://www.ycombinator.com/companies/playreader,yc_oss_current,false,unverified_candidate,yc_slug_inference,playreader,https://www.crunchbase.com/organization/playreader,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/playreader,https://www.ycombinator.com/companies/playreader,"Crunchbase shows the same distinctive name and Y Combinator as investor, but exposes no website, founder, or product anchor. Strict identity threshold is not met."
52,26705,Stackup,stackup,Summer 2022,Active,https://www.stackup.fi,https://www.ycombinator.com/companies/stackup,yc_oss_current,false,unverified_candidate,yc_slug_inference,stackup,https://www.crunchbase.com/organization/stackup,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/stackup-e155,https://www.crunchbase.com/organization/stackup-e155,https://www.ycombinator.com/companies/stackup,"The verified Crunchbase profile is stackup-e155: it shows stackup.fi and founders Hazim Jumali and John Rising, matching YC. The inferred unsuffixed URL is not the canonical profile."
53,13117,Jamiphy,jamiphy,Winter 2020,Inactive,https://jamiphy.com,https://www.ycombinator.com/companies/jamiphy,yc_oss_current,false,unverified_candidate,yc_slug_inference,jamiphy,https://www.crunchbase.com/organization/jamiphy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/jamiphy,https://www.ycombinator.com/companies/jamiphy,Crunchbase displays the exact official domain jamiphy.com and identifies Y Combinator as lead investor.
54,1835,Mojo,mojo,Winter 2018,Acquired,https://mojo-app.com,https://www.ycombinator.com/companies/mojo,yc_oss_current,false,unverified_candidate,yc_slug_inference,mojo,https://www.crunchbase.com/organization/mojo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/mojo-e0d6,https://www.crunchbase.com/organization/mojo-e0d6,https://www.ycombinator.com/companies/mojo,"The verified Crunchbase profile is mojo-e0d6: it displays mojo-app.com, the same video product, founder Francescu Santoni, and Y Combinator."
55,24237,Sproutfi,sproutfi,Summer 2021,Acquired,https://www.sproutfi.com,https://www.ycombinator.com/companies/sproutfi,yc_oss_current,false,unverified_candidate,yc_slug_inference,sproutfi,https://www.crunchbase.com/organization/sproutfi,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/sproutfi,https://www.ycombinator.com/companies/sproutfi,Crunchbase displays the exact official domain sproutfi.com and lists Y Combinator among the seed investors.
56,13732,Reploy,reploy,Summer 2020,Inactive,https://getreploy.com/,https://www.ycombinator.com/companies/reploy,yc_oss_current,false,unverified_candidate,yc_slug_inference,reploy,https://www.crunchbase.com/organization/reploy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/reploy,https://www.ycombinator.com/companies/reploy,Crunchbase displays the exact official domain getreploy.com and lists Y Combinator as an investor.
57,12573,Bayes,bayes,Summer 2019,Acquired,http://bayes.com,https://www.ycombinator.com/companies/bayes,yc_oss_current,false,unverified_candidate,yc_slug_inference,bayes,https://www.crunchbase.com/organization/bayes,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/bayes,https://www.ycombinator.com/companies/bayes,Crunchbase displays the exact official domain bayes.com and the matching acquired analytics company.
